,Unnamed: 0,Unnamed: 0.1,Title,Document,EPA Comment Letter Date,Federal Register Date,Agency,State,name,normalized_agency,new_name,normalized,new_Agency
1166,1166,1166,Rossi Mine Expansion Project,Draft,11/2/18,9/21/18,Bureau of Land Management,NV,EisDocuments-257692;CommentLetters-257692,BoLM,EisDocuments-257692,bolm,Bureau of Land Management
1167,1167,1167,Route I-70 Jackson County from West of The Paseo Interchange to East of the Blue Ridge Cutoff Interchange,Second Draft,2/27/14,1/17/14,Federal Highway Administration,MO,EisDocuments-87771;CommentLetters-87771,FHA,EisDocuments-87771,fha,Federal Highway Administration
1168,1168,1168,"Rover Pipeline, Panhandle Backhaul, and Trunkline Backhaul Projects",Draft,4/11/16,2/26/16,Federal Energy Regulatory Commission,Multi,EisDocuments-204010;CommentLetters-204010,FERC,EisDocuments-204010,ferc,Federal Energy Regulatory Commission
1169,1169,1169,"Rover Pipeline, Panhandle Backhaul, and Trunkline Backhaul Projects",Final,9/1/16,8/5/16,Federal Energy Regulatory Commission,Multi,EisDocuments-212837;CommentLetters-212837,FERC,EisDocuments-212837,ferc,Federal Energy Regulatory Commission
1170,1170,1170,Ruby Pipeline Project,Draft Supplement,8/19/13,7/5/13,Bureau of Land Management,NV,EisDocuments-89057;CommentLetters-89057,BoLM,EisDocuments-89057,bolm,Bureau of Land Management
1171,1171,1171,Ruby Pipeline Project,Final Supplement,12/3/13,11/22/13,Bureau of Land Management,NV,EisDocuments-88561,BoLM,EisDocuments-88561,bolm,Bureau of Land Management
1172,1172,1172,Rulemaking for Colorado Roadless Areas,Draft Supplement,2/8/16,11/20/15,Forest Service,CO,EisDocuments-182890;CommentLetters-182890,FS,EisDocuments-182890,fs,Forest Service
1173,1173,1173,Runway Safety Area Improvements Kodiak Airport,Final,8/28/13,8/2/13,Federal Aviation Administration,AK,EisDocuments-88026;CommentLetters-88026,FAA,EisDocuments-88026,faa,Federal Aviation Administration
1174,1174,1174,SH 249 Extension,Draft,3/9/15,1/23/15,Federal Highway Administration,TX,EisDocuments-89200;CommentLetters-89200,FHA,EisDocuments-89200,fha,Federal Highway Administration
1175,1175,1175,SH 249 Extension,Final,2/19/16,1/29/16,Federal Highway Administration,TX,EisDocuments-186246,FHA,EisDocuments-186246,fha,Federal Highway Administration
1176,1176,1176,SH 68 from I-2/US 83 to I-69C/US 281,Draft,5/4/18,3/30/18,Federal Highway Administration,TX,EisDocuments-246382;CommentLetters-246382,FHA,EisDocuments-246382,fha,Federal Highway Administration
1177,1177,1177,SOUTHEAST MARKET PIPELINES PROJECT,Draft Supplement,11/20/17,10/6/17,Federal Energy Regulatory Commission,Multi,EisDocuments-239805;CommentLetters-239805,FERC,EisDocuments-239805,ferc,Federal Energy Regulatory Commission
1178,1178,1178,SR 167 Puyallup to SR 509 SR 167 Puyallup River Bridge Replacement,Final Supplement,8/26/13,7/26/13,Federal Highway Administration,WA,EisDocuments-88132,FHA,EisDocuments-88132,fha,Federal Highway Administration
1179,1179,1179,SR 710 North Study FEIR/FEIS,Final,0,12/7/18,California Department of Transportation,CA,EisDocuments-263413,CDoT,EisDocuments-263413,cdot,California Department of Transportation
1180,1180,1180,SR 710 North Study FRDEIR/SDEIS_05-09-18,Draft Supplement,7/2/18,5/21/18,California Department of Transportation,CA,EisDocuments-249949;CommentLetters-249949,CDoT,EisDocuments-249949,cdot,California Department of Transportation
1181,1181,1181,SR 87 Connector,Draft,12/2/14,10/17/14,Federal Highway Administration,FL,EisDocuments-88427;CommentLetters-88427,FHA,EisDocuments-88427,fha,Federal Highway Administration
1182,1182,1182,SR 997/SW 177th Avenue/ Krome Avenue South,Draft,3/4/14,11/15/13,Federal Highway Administration,FL,EisDocuments-88181;CommentLetters-88181,FHA,EisDocuments-88181,fha,Federal Highway Administration
1183,1183,1183,SR 997/SW 177th Avenue/ Krome Avenue South,Final,0,1/23/15,Department of Transportation,FL,EisDocuments-89197;CommentLetters-89197,DoT,EisDocuments-89197,dot,Department of Transportation
1184,1184,1184,SR-167 Puyallup to SR 509 SR 167 Puyallup River Bridge Replacement,Draft Supplement,3/13/13,2/22/13,Federal Highway Administration,WA,EisDocuments-88079;CommentLetters-88079,FHA,EisDocuments-88079,fha,Federal Highway Administration
1185,1185,1185,"Sabine Pass to Galveston Bay, Texas, Coastal Storm Risk Reduction and Ecosystem Restoration",Draft,0,9/11/15,U.S. Army Corps of Engineers,TX,EisDocuments-176414;CommentLetters-176414,UACoE,EisDocuments-176414,uacoe,US Army Corps of Engineers
1186,1186,1186,Sacramento Peak Observatory,Final,0,11/16/18,National Science Foundation,NM,EisDocuments-261641,NSF,EisDocuments-261641,nsf,National Science Foundation
1187,1187,1187,Sacramento River Bank Protection Project,Draft,2/27/15,1/2/15,U.S. Army Corps of Engineers,CA,EisDocuments-89170;CommentLetters-89170,UACoE,EisDocuments-89170,uacoe,US Army Corps of Engineers
1188,1188,1188,Saddle Lakes Timber Sale,Final,11/23/15,10/23/15,Forest Service,AK,EisDocuments-179525;CommentLetters-179525,FS,EisDocuments-179525,fs,Forest Service
1189,1189,1189,"Saddle Road Extension, South Kohala, Hawaii; Project Number DP-HI-0200(5)",Draft,6/5/17,4/21/17,Department of Transportation,HI,EisDocuments-230983;CommentLetters-230983,DoT,EisDocuments-230983,dot,Department of Transportation
1190,1190,1190,Saline Valley Warm Springs Management Plan and Draft EIS,Draft,6/28/18,5/4/18,National Park Service,CA,EisDocuments-248913;CommentLetters-248913,NPS,EisDocuments-248913,nps,National Park Service
1191,1191,1191,Salmon-Challis National Forest Invasive Plant Treatment,Draft,3/30/15,2/13/15,Forest Service,ID,EisDocuments-89212;CommentLetters-89212,FS,EisDocuments-89212,fs,Forest Service
1192,1192,1192,Salmon-Challis National Forest Invasive Plant Treatment,Final,12/30/15,11/13/15,Forest Service,ID,EisDocuments-182597;CommentLetters-182597,FS,EisDocuments-182597,fs,Forest Service
1193,1193,1193,Salmon-Challis National Forest Travel Planning and OHV Route Designation Project,Final Supplement,3/31/14,2/7/14,Forest Service,ID,EisDocuments-87871;CommentLetters-87871,FS,EisDocuments-87871,fs,Forest Service
1194,1194,1194,Salt River Allotments Vegetative Management,Draft,5/14/13,2/22/13,Forest Service,AZ,EisDocuments-88088;CommentLetters-88088,FS,EisDocuments-88088,fs,Forest Service
1195,1195,1195,Salton Sea Species Conservation Habitat Project,Final,8/20/13,7/26/13,U.S. Army Corps of Engineers,CA,EisDocuments-87866,UACoE,EisDocuments-87866,uacoe,US Army Corps of Engineers
1196,1196,1196,Samish Indian Nation Trust Acquisition and Casino Project,Draft,10/6/14,8/22/14,Bureau of Indian Affairs,WA,EisDocuments-88066;CommentLetters-88066,BoIA,EisDocuments-88066,boia,Bureau of Indian Affairs
1197,1197,1197,San Diego Freeway (I-405) Improvement Project,Draft Supplement,8/12/13,6/28/13,Federal Highway Administration,CA,EisDocuments-88128;CommentLetters-88128,FHA,EisDocuments-88128,fha,Federal Highway Administration
1198,1198,1198,San Diego Freeway (I-405) Improvement Project,Final,5/4/15,4/3/15,Federal Highway Administration,CA,EisDocuments-89313;CommentLetters-89313,FHA,EisDocuments-89313,fha,Federal Highway Administration
1199,1199,1199,San Francisco Veterans Affairs medical Center Long Range Development Plan,Final,7/30/15,7/10/15,Department of Veteran Affairs,CA,EisDocuments-172090;CommentLetters-172090,DoVA,EisDocuments-172090,dova,Department of Veteran Affairs
1200,1200,1200,San Juan Basin Energy Connect Project,Draft,4/25/14,3/14/14,Bureau of Land Management,NM,EisDocuments-88004;CommentLetters-88004,BoLM,EisDocuments-88004,bolm,Bureau of Land Management
1201,1201,1201,San Luis Reservoir State Recreation Area Resource Management Plan/General Plan,Final,8/2/13,7/5/13,Bureau of Reclamation,CA,EisDocuments-87848;CommentLetters-87848,BoR,EisDocuments-87848,bor,Bureau of Reclamation
1202,1202,1202,San Luis Transmission Project,Draft,8/31/15,7/17/15,Western Area Power Administration,CA,EisDocuments-172862;CommentLetters-172862,WAPA,EisDocuments-172862,wapa,Western Area Power Administration
1203,1203,1203,San Luis Transmission Project,Final,4/25/16,3/25/16,Western Area Power Administration,CA,EisDocuments-205436;CommentLetters-205436,WAPA,EisDocuments-205436,wapa,Western Area Power Administration
1204,1204,1204,San Luis Valley National Wildlife Refuge Complex,Final,9/1/15,8/21/15,Fish and Wildlife Service,CO,EisDocuments-174806,FaWS,EisDocuments-174806,faws,Fish and Wildlife Service
1205,1205,1205,San Pedro Riparian National Conservation Area Resource Management Plan and Environmental Impact Statement,Draft,9/27/18,6/29/18,Bureau of Land Management,AZ,EisDocuments-252041;CommentLetters-252041,BoLM,EisDocuments-252041,bolm,Bureau of Land Management
1206,1206,1206,San Ysidro Land Port of Entry Improvements Project,Draft Supplement,0,9/28/18,General Services Administration,CA,EisDocuments-258347;CommentLetters-258347,GSA,EisDocuments-258347,gsa,General Services Administration
1207,1207,1207,San Ysidro Land Port of Entry Improvements Project,Final Supplement,6/18/14,5/30/14,General Services Administration,CA,EisDocuments-88468,GSA,EisDocuments-88468,gsa,General Services Administration
1208,1208,1208,Santa Fe National Forest Geothermal Leasing Final Environmental Impact Statement,Final,6/15/18,5/11/18,Forest Service,NM,EisDocuments-249641;CommentLetters-249641,FS,EisDocuments-249641,fs,Forest Service
1209,1209,1209,Santa Fe National Forest Travel Management Proposes to Provide for a System of Road Trails and Areas Designated for Motorized Use Sante Fe NM,Final,8/6/12,7/6/12,Forest Service,NM,EisDocuments-87177,FS,EisDocuments-87177,fs,Forest Service
1210,1210,1210,Santa Margarita River Conjunctive Use Project,Draft,6/23/14,5/9/14,United States Marine Corps,CA,EisDocuments-88306;CommentLetters-88306,USMC,EisDocuments-88306,usmc,United States Marine Corps
1211,1211,1211,Santa Margarita River Conjunctive Use Project,Final,11/14/16,10/14/16,United States Marine Corps,CA,EisDocuments-218776;CommentLetters-218776,USMC,EisDocuments-218776,usmc,United States Marine Corps
1212,1212,1212,Schofield Generating Station Project at United States Army Garrison,Draft,0,4/24/15,United States Army,HI,EisDocuments-89332;CommentLetters-89332,USA,EisDocuments-89332,usa,United States Army
1213,1213,1213,School Trust Land Exchange,Draft,10/4/17,8/11/17,Forest Service,MN,EisDocuments-236959;CommentLetters-236959,FS,EisDocuments-236959,fs,Forest Service
1214,1214,1214,Scorpion Pier Replacement,Draft,12/18/15,10/9/15,National Park Service,CA,EisDocuments-178483;CommentLetters-178483,NPS,EisDocuments-178483,nps,National Park Service
1215,1215,1215,Searchlight Wind Energy Project NVN-084626 and NVN-086777 Application for Right-of-Way Grant on Public Land to Develop Construct Operate Maintain and Decommission of a 200 megawatt Wind Energy Facility USACE Section 404 Permit Clark County NV,Final,1/7/13,12/14/12,Bureau of Land Management,NV,EisDocuments-75915;CommentLetters-75915,BoLM,EisDocuments-75915,bolm,Bureau of Land Management
1216,1216,1216,Second Main Operating Base KC-46A Beddown Alternative Air National Guard Installations,Draft,3/24/14,2/7/14,United States Air Force,NH,EisDocuments-87829;CommentLetters-87829,USAF,EisDocuments-87829,usaf,United States Air Force
1217,1217,1217,Second Main Operating Base KC-46A Beddown at Alternative Air National Guard Installations,Final,7/21/14,6/20/14,United States Air Force,NH,EisDocuments-87786;CommentLetters-87786,USAF,EisDocuments-87786,usaf,United States Air Force
1218,1218,1218,Sequoia and Kings Canyon National Parks Wilderness Stewardship Plan,Final,4/24/15,4/3/15,National Park Service,CA,EisDocuments-89305,NPS,EisDocuments-89305,nps,National Park Service
1219,1219,1219,Shadura National Gas Development Project Kenai National Wildlife Refuge and Kenai Peninsula Borough AK,Draft,2/4/13,12/21/12,Fish and Wildlife Service,AK,EisDocuments-88814;CommentLetters-88814,FaWS,EisDocuments-88814,faws,Fish and Wildlife Service
1220,1220,1220,Shadura Natural Gas Development Project within Kenai National Wildlife Refuge,Final,6/24/13,5/24/13,Fish and Wildlife Service,AK,EisDocuments-88395;CommentLetters-88395,FaWS,EisDocuments-88395,faws,Fish and Wildlife Service
1221,1221,1221,Shasta Lake Water Resources Investigation,Draft,9/30/13,7/5/13,Bureau of Reclamation,CA,EisDocuments-87849;CommentLetters-87849,BoR,EisDocuments-87849,bor,Bureau of Reclamation
1222,1222,1222,Shasta Lake Water Resources Investigation,Final,9/14/15,8/14/15,Bureau of Reclamation,CA,EisDocuments-174410;CommentLetters-174410,BoR,EisDocuments-174410,bor,Bureau of Reclamation
1223,1223,1223,Shawnee Fossil Plant Coal Combustion Residual Management,Draft Supplement,6/14/18,5/4/18,Tennessee Valley Authority,KY,EisDocuments-249107;CommentLetters-249107,TVA,EisDocuments-249107,tva,Tennessee Valley Authority
1224,1224,1224,Shawnee Fossil Plant Coal Combustion Residual Management,Final Supplement,9/25/18,8/31/18,Tennessee Valley Authority,KY,EisDocuments-256432;CommentLetters-256432,TVA,EisDocuments-256432,tva,Tennessee Valley Authority
1225,1225,1225,Sheep Mountain Uranium Project,Draft,3/2/15,1/16/15,Bureau of Land Management,WY,EisDocuments-89183;CommentLetters-89183,BoLM,EisDocuments-89183,bolm,Bureau of Land Management
1226,1226,1226,Sherman Cattle and Horse Allotment Grazing Authorization and Management,Draft,7/15/13,5/31/13,Forest Service,WY,EisDocuments-88934;CommentLetters-88934,FS,EisDocuments-88934,fs,Forest Service
1227,1227,1227,Sherman Cattle and Horse Allotment Grazing Authorization and Management Project,Final,11/18/13,10/4/13,Forest Service,WY,EisDocuments-88935;CommentLetters-88935,FS,EisDocuments-88935,fs,Forest Service
1228,1228,1228,Shoreline II Outfitter/Guide (formerly Shoreline II Outfitter and Guide Management Plan),Draft,3/7/16,1/29/16,Forest Service,AK,EisDocuments-186601;CommentLetters-186601,FS,EisDocuments-186601,fs,Forest Service
1229,1229,1229,Shoshone National Forest Land Management Plan Revision,Final,3/12/14,1/17/14,Forest Service,WY,EisDocuments-87770;CommentLetters-87770,FS,EisDocuments-87770,fs,Forest Service
1230,1230,1230,Show Low South Land Exchange Apache-Sitgreaves National Forests Coconino National Forest and Prescott National Forest Yavapai Navajo Greenlee and Apache Counties AZ,Draft,12/11/12,11/2/12,Forest Service,AZ,EisDocuments-86812;CommentLetters-86812,FS,EisDocuments-86812,fs,Forest Service
1231,1231,1231,Sierra Nevada Forest Plan Amendment (SNFPA),Second Final Supplemental,11/19/13,9/13/13,Forest Service,CA,EisDocuments-88198;CommentLetters-88198,FS,EisDocuments-88198,fs,Forest Service
1232,1232,1232,Sierra Vista Specific Plan (SPK-2006-01050),Final,7/8/13,6/7/13,U.S. Army Corps of Engineers,CA,EisDocuments-87819;CommentLetters-87819,UACoE,EisDocuments-87819,uacoe,US Army Corps of Engineers
1233,1233,1233,Sierrita Pipeline Project,Draft,12/16/13,11/1/13,Federal Energy Regulatory Commission,AZ,EisDocuments-88035;CommentLetters-88035,FERC,EisDocuments-88035,ferc,Federal Energy Regulatory Commission
1234,1234,1234,Sierrita Pipeline Project,Final,5/1/14,4/4/14,Federal Energy Regulatory Commission,AZ,EisDocuments-88156;CommentLetters-88156,FERC,EisDocuments-88156,ferc,Federal Energy Regulatory Commission
1235,1235,1235,Sigurd to Red Butte No. 2 345kV Transmission Project Issuance of Right-of -Way Grant by BLM and Special-Use-Permit by AFS Sevier Millard Iron Beaver and Washington Counties UT,Final,11/1/12,10/5/12,Bureau of Land Management,UT,EisDocuments-76401,BoLM,EisDocuments-76401,bolm,Bureau of Land Management
1236,1236,1236,Silver State Solar Energy Project and Proposed Las Vegas Field Office Resource Management Plan Amendment To Address New Information Clark County NV,Draft Supplement,12/20/12,10/12/12,Bureau of Land Management,NV,EisDocuments-76403;CommentLetters-76403,BoLM,EisDocuments-76403,bolm,Bureau of Land Management
1237,1237,1237,"Six County Association of Governments Construction and Operation between Levan and Salina, Utah",Final,6/18/15,5/29/15,Surface Transportation Board,UT,EisDocuments-168343;CommentLetters-168343,STB,EisDocuments-168343,stb,Surface Transportation Board
1238,1238,1238,Six County Association of Governments Proposed Rail Line between Levan and Salina,Draft Supplement,6/23/14,5/9/14,Surface Transportation Board,UT,EisDocuments-88415;CommentLetters-88415,STB,EisDocuments-88415,stb,Surface Transportation Board
1239,1239,1239,Skagit River Flood Risk Management General Investigation,Draft,8/5/14,6/6/14,U.S. Army Corps of Engineers,WA,EisDocuments-87723;CommentLetters-87723,UACoE,EisDocuments-87723,uacoe,US Army Corps of Engineers
1240,1240,1240,Skokomish River Ecosystem Restoration,Draft,4/7/14,2/21/14,U.S. Army Corps of Engineers,WA,EisDocuments-87933;CommentLetters-87933,UACoE,EisDocuments-87933,uacoe,US Army Corps of Engineers
1241,1241,1241,Skokomish River Ecosystem Restoration,Final,0,9/25/15,U.S. Army Corps of Engineers,WA,EisDocuments-177152;CommentLetters-177152,UACoE,EisDocuments-177152,uacoe,US Army Corps of Engineers
1242,1242,1242,"Skookumchuck Wind Energy Project Proposed Habitat Conservation Plan and Incidental Take Permit for Marbled Murrelet, Bald Eagle, and Golden Eagle, Lewis and Thurston Counties, Washington",Draft,0,11/30/18,Fish and Wildlife Service,WA,EisDocuments-262560,FaWS,EisDocuments-262560,faws,Fish and Wildlife Service
1243,1243,1243,Smith River National Recreation Area Restoration and Motorized Travel Management,Draft,6/5/14,4/11/14,Forest Service,CA,EisDocuments-88202;CommentLetters-88202,FS,EisDocuments-88202,fs,Forest Service
1244,1244,1244,Smiths Fork Vegetation Restoration Project,Final,3/27/14,3/21/14,Forest Service,UT,EisDocuments-88054,FS,EisDocuments-88054,fs,Forest Service
1245,1245,1245,Smoky Canyon Mine Panels F and G Lease and Mine Plan Modification Project,Second Final,0,3/27/15,Bureau of Land Management,ID,EisDocuments-89301;CommentLetters-89301,BoLM,EisDocuments-89301,bolm,Bureau of Land Management
1246,1246,1246,Soboba Band of Luiseno Indians' Proposed 534-Acre Trust Acquisition and Casino Project,Final,12/20/13,11/29/13,Bureau of Indian Affairs,CA,EisDocuments-88987;CommentLetters-88987,BoIA,EisDocuments-88987,boia,Bureau of Indian Affairs
1247,1247,1247,Soda Mountain Solar Project,Draft,3/3/14,11/29/13,Bureau of Land Management,CA,EisDocuments-88562;CommentLetters-88562,BoLM,EisDocuments-88562,bolm,Bureau of Land Management
1248,1248,1248,Soda Mountain Solar Project Proposed Plan Amendment,Final,7/10/15,6/12/15,Bureau of Land Management,CA,EisDocuments-169009;CommentLetters-169009,BoLM,EisDocuments-169009,bolm,Bureau of Land Management
1249,1249,1249,Sonoran Desert National Monument Target Shooting Draft Resource Management Plan Amendment,Draft,3/15/17,12/16/16,Bureau of Land Management,AZ,EisDocuments-223669;CommentLetters-223669,BoLM,EisDocuments-223669,bolm,Bureau of Land Management
1250,1250,1250,Sonoran Valley Parkway Project,Draft,9/3/13,7/19/13,Bureau of Land Management,AZ,EisDocuments-89062;CommentLetters-89062,BoLM,EisDocuments-89062,bolm,Bureau of Land Management
1251,1251,1251,Sounding Rockets Program at Poker Flat Research Range,Second Final,8/12/13,7/12/13,National Aeronautics and Space Administration,AK,EisDocuments-88332;CommentLetters-88332,NAaSA,EisDocuments-88332,naasa,National Aeronautics and Space Administration
1252,1252,1252,"South Bay Salt Pond Restoration Project Final Environmental Impact Statement/Report, Phase 2",Final,6/30/16,6/3/16,Fish and Wildlife Service,CA,EisDocuments-209287;CommentLetters-209287,FaWS,EisDocuments-209287,faws,Fish and Wildlife Service
1253,1253,1253,South Capitol Street,Draft Supplement,0,12/19/14,Federal Highway Administration,DC,EisDocuments-89148;CommentLetters-89148,FHA,EisDocuments-89148,fha,Federal Highway Administration
1254,1254,1254,South Coast Rail Project,Final,1/8/14,10/4/13,U.S. Army Corps of Engineers,MA,EisDocuments-87920;CommentLetters-87920,UACoE,EisDocuments-87920,uacoe,US Army Corps of Engineers
1255,1255,1255,South County Connector,Draft,7/19/13,5/3/13,Federal Highway Administration,MO,EisDocuments-88124;CommentLetters-88124,FHA,EisDocuments-88124,fha,Federal Highway Administration
1256,1256,1256,South Dakota Field Office Proposed Resource Management Plan,Final,6/29/15,5/29/15,Bureau of Land Management,SD,EisDocuments-167438;CommentLetters-167438,BoLM,EisDocuments-167438,bolm,Bureau of Land Management
1257,1257,1257,South Dakota Resource Management Plan,Draft,9/11/13,6/14/13,Bureau of Land Management,SD,EisDocuments-89054;CommentLetters-89054,BoLM,EisDocuments-89054,bolm,Bureau of Land Management
1258,1258,1258,South Gravelly Allotment Management Plans,Draft,2/27/17,1/13/17,Forest Service,MT,EisDocuments-226173;CommentLetters-226173,FS,EisDocuments-226173,fs,Forest Service
1259,1259,1259,South Mall Campus Master Plan,Draft,1/16/18,11/17/17,National Capital Planning Commission,DC,EisDocuments-241661;CommentLetters-241661,NCPC,EisDocuments-241661,ncpc,National Capital Planning Commission
1260,1260,1260,South Mall Campus Master Plan,Final,5/10/18,4/20/18,National Capital Planning Commission,DC,EisDocuments-247555;CommentLetters-247555,NCPC,EisDocuments-247555,ncpc,National Capital Planning Commission
1261,1261,1261,South Mountain Freeway (Loop 202),Final,12/22/14,9/26/14,Federal Highway Administration,AZ,EisDocuments-88273;CommentLetters-88273,FHA,EisDocuments-88273,fha,Federal Highway Administration
1262,1262,1262,South Mountain Freeway (Loop 202) Interstate 10 (Papago Freeway) to Interstate 10 (Maricopa Freeway),Draft,7/23/13,4/26/13,Federal Highway Administration,AZ,EisDocuments-88122;CommentLetters-88122,FHA,EisDocuments-88122,fha,Federal Highway Administration
1263,1263,1263,South San Francisco Bay Shoreline Phase I,Draft,2/23/15,12/19/14,U.S. Army Corps of Engineers,CA,EisDocuments-89161;CommentLetters-89161,UACoE,EisDocuments-89161,uacoe,US Army Corps of Engineers
1264,1264,1264,South San Francisco Bay Shoreline Phase I,Final,10/26/15,9/25/15,U.S. Army Corps of Engineers,CA,EisDocuments-177422;CommentLetters-177422,UACoE,EisDocuments-177422,uacoe,US Army Corps of Engineers
1265,1265,1265,South Shore of Staten Island (SSSI) Coastal Storm Risk Management,Draft,9/3/15,6/19/15,U.S. Army Corps of Engineers,NY,EisDocuments-169978;CommentLetters-169978,UACoE,EisDocuments-169978,uacoe,US Army Corps of Engineers
1266,1266,1266,South Unit Oil and Gas Development Project Master Development Plan Implementation Duchesne/Roosevelt Ranger District Ashley National Forest Duchesne County UT,Final,4/9/12,2/24/12,Forest Service,UT,EisDocuments-87006;CommentLetters-87006,FS,EisDocuments-87006,fs,Forest Service
1267,1267,1267,"Southeast High Speed Rail, Richmond, VA, to Raleigh, NC",Final,0,9/18/15,Federal Railroad Administration,Multi,EisDocuments-176621;CommentLetters-176621,FRA,EisDocuments-176621,fra,Federal Railroad Administration
1268,1268,1268,Southeast Market Pipeline Project,Draft,0,9/11/15,Federal Energy Regulatory Commission,Multi,EisDocuments-176445;CommentLetters-176445,FERC,EisDocuments-176445,ferc,Federal Energy Regulatory Commission
1269,1269,1269,Southeast Market Pipelines Project,Final,0,12/24/15,Federal Energy Regulatory Commission,Multi,EisDocuments-184822;CommentLetters-184822,FERC,EisDocuments-184822,ferc,Federal Energy Regulatory Commission
1270,1270,1270,Southeastern States Draft Resource Management Plan,Draft,2/12/15,10/31/14,Bureau of Land Management,Multi,EisDocuments-88478;CommentLetters-88478,BoLM,EisDocuments-88478,bolm,Bureau of Land Management
1271,1271,1271,Southern California National Forests Land Management Plan Amendment,Final Supplement,12/18/13,11/22/13,Forest Service,CA,EisDocuments-88296,FS,EisDocuments-88296,fs,Forest Service
1272,1272,1272,Southern Edwards Plateau Habitat Conservation Plan,Draft,3/11/15,12/19/14,Fish and Wildlife Service,TX,EisDocuments-89149;CommentLetters-89149,FaWS,EisDocuments-89149,faws,Fish and Wildlife Service
1273,1273,1273,Southern Edwards Plateau Habitat Conservation Plan,Final,1/7/16,12/18/15,Fish and Wildlife Service,TX,EisDocuments-184582;CommentLetters-184582,FaWS,EisDocuments-184582,faws,Fish and Wildlife Service
1274,1274,1274,Southern Flow Corridor Project,Draft,7/13/15,5/29/15,Federal Emergency Management Agency,OR,EisDocuments-168384;CommentLetters-168384,FEMA,EisDocuments-168384,fema,Federal Emergency Management Agency
1275,1275,1275,"Southern Gardens Citrus Nursery, LLC Permit to Release Genetically Engineered Citrus tristeza virus Draft Environmental Impact Statement",Draft,7/20/18,5/11/18,Department of Agriculture,NAT,EisDocuments-249392;CommentLetters-249392,DoA,EisDocuments-249392,doa,Department of Agriculture
1276,1276,1276,Southern Palm Beach Island Comprehensive Shoreline Stabilization Project,Draft,2/24/15,12/12/14,U.S. Army Corps of Engineers,FL,EisDocuments-89146;CommentLetters-89146,UACoE,EisDocuments-89146,uacoe,US Army Corps of Engineers
1277,1277,1277,Southern Palm Beach Island Comprehensive Shoreline Stabilization Project,Final,7/7/16,6/17/16,U.S. Army Corps of Engineers,FL,EisDocuments-210262;CommentLetters-210262,UACoE,EisDocuments-210262,uacoe,US Army Corps of Engineers
1278,1278,1278,Southline Transmission Line Project and Draft Resource Management Plan Amendment,Draft,6/5/14,4/11/14,Bureau of Land Management,AZ,EisDocuments-88204;CommentLetters-88204,BoLM,EisDocuments-88204,bolm,Bureau of Land Management
1279,1279,1279,Southport Sacramento River Early Implementation Project,Final,6/26/15,5/29/15,U.S. Army Corps of Engineers,CA,EisDocuments-167003;CommentLetters-167003,UACoE,EisDocuments-167003,uacoe,US Army Corps of Engineers
1280,1280,1280,Southwest Coastal Louisiana,Final,6/20/16,5/20/16,U.S. Army Corps of Engineers,LA,EisDocuments-208767;CommentLetters-208767,UACoE,EisDocuments-208767,uacoe,US Army Corps of Engineers
1281,1281,1281,Southwest Corridor Light Rail Project Draft Environmental Impact Statement,Draft,7/30/18,6/15/18,Federal Transit Administration,OR,EisDocuments-251241;CommentLetters-251241,FTA,EisDocuments-251241,fta,Federal Transit Administration
1282,1282,1282,Southwest Jemez Mountains Landscape Restoration Project,Draft,4/3/14,2/28/14,Forest Service,NM,EisDocuments-87936;CommentLetters-87936,FS,EisDocuments-87936,fs,Forest Service
1283,1283,1283,Southwest Transitway Construction and Operation Light Rail Transit Hennepin County MN,Draft,12/27/12,10/12/12,Federal Transit Administration,MN,EisDocuments-80708;CommentLetters-80708,FTA,EisDocuments-80708,fta,Federal Transit Administration
1284,1284,1284,SpaceX Texas Launch Site,Draft,6/12/13,4/19/13,Federal Aviation Administration,TX,EisDocuments-88025,FAA,EisDocuments-88025,faa,Federal Aviation Administration
1285,1285,1285,SpaceX Texas Launch Site,Final,7/2/14,6/6/14,Federal Aviation Administration,TX,EisDocuments-88519;CommentLetters-88519,FAA,EisDocuments-88519,faa,Federal Aviation Administration
1286,1286,1286,Spruce Beetle Epidemic and Aspen Decline Management Response,Draft,0,5/29/15,Forest Service,CO,EisDocuments-168297;CommentLetters-168297,FS,EisDocuments-168297,fs,Forest Service
1287,1287,1287,Spruce Beetle Epidemic and Aspen Decline Management Response,Final,6/28/16,6/3/16,Forest Service,CO,EisDocuments-209579;CommentLetters-209579,FS,EisDocuments-209579,fs,Forest Service
1288,1288,1288,Squaw Valley to Alpine Meadows Base to Base Gondola,Draft,6/8/18,4/27/18,Forest Service,CA,EisDocuments-248376;CommentLetters-248376,FS,EisDocuments-248376,fs,Forest Service
1289,1289,1289,St. Johns Bayou and New Madrid Floodway Project,Draft,11/25/13,7/26/13,U.S. Army Corps of Engineers,MO,EisDocuments-87865;CommentLetters-87865,UACoE,EisDocuments-87865,uacoe,US Army Corps of Engineers
1290,1290,1290,"Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption",Final,0,11/27/15,Food and Drug Administration,PRO,EisDocuments-182751,FaDA,EisDocuments-182751,fada,Food and Drug Administration
1291,1291,1291,Stanislaus National Forest Over-Snow Vehicle (OSV) Use Designation,Draft,10/5/18,8/24/18,Forest Service,CA,EisDocuments-256031;CommentLetters-256031,FS,EisDocuments-256031,fs,Forest Service
